<java.lang.ThreadGroup: void uncaughtException(java.lang.Thread,java.lang.Throwable)>	<java.lang.ThreadGroup: void uncaughtException(java.lang.Thread,java.lang.Throwable)>/java.lang.ThreadGroup.uncaughtException/0
<java.lang.ThreadGroup: void uncaughtException(java.lang.Thread,java.lang.Throwable)>	<java.lang.ThreadGroup: void uncaughtException(java.lang.Thread,java.lang.Throwable)>/java.lang.Thread$UncaughtExceptionHandler.uncaughtException/0
<java.lang.ClassLoader: void checkPackageAccess(java.lang.Class,java.security.ProtectionDomain)>	<java.lang.ClassLoader: void checkPackageAccess(java.lang.Class,java.security.ProtectionDomain)>/java.lang.ClassLoader.checkPackageAccess/0
<sun.net.www.protocol.jar.JarURLConnection: java.security.Permission getPermission()>	<sun.net.www.protocol.jar.JarURLConnection: java.security.Permission getPermission()>/java.net.URLConnection.getPermission/0
<sun.net.www.protocol.jar.JarURLConnection: java.lang.Object getContent()>	<sun.net.www.protocol.jar.JarURLConnection: java.lang.Object getContent()>/java.net.JarURLConnection.getContent/0
<javafx.beans.property.FloatProperty$2: void finalize()>	<javafx.beans.property.FloatProperty$2: void finalize()>/java.lang.Object.finalize/0
<javafx.beans.property.FloatProperty$2: void finalize()>	<javafx.beans.property.FloatProperty$2: void finalize()>/java.lang.Object.finalize/1
<sun.swing.text.CompoundPrintable: int print(java.awt.Graphics,java.awt.print.PageFormat,int)>	<sun.swing.text.CompoundPrintable: int print(java.awt.Graphics,java.awt.print.PageFormat,int)>/sun.swing.text.CountingPrintable.print/0
<java.net.URLClassLoader: void close()>	<java.net.URLClassLoader: void close()>/java.io.Closeable.close/0
<java.io.BufferedWriter: void write(char[],int,int)>	<java.io.BufferedWriter: void write(char[],int,int)>/java.io.Writer.write/0
<java.util.zip.CheckedInputStream: int read()>	<java.util.zip.CheckedInputStream: int read()>/java.io.InputStream.read/0
<java.util.zip.CheckedInputStream: int read(byte[],int,int)>	<java.util.zip.CheckedInputStream: int read(byte[],int,int)>/java.io.InputStream.read/0
<java.io.BufferedWriter: void flush()>	<java.io.BufferedWriter: void flush()>/java.io.Writer.flush/0
<java.io.BufferedWriter: void close()>	<java.io.BufferedWriter: void close()>/java.io.Writer.close/0
<java.io.BufferedWriter: void close()>	<java.io.BufferedWriter: void close()>/java.io.Writer.close/1
<java.io.BufferedWriter: void close()>	<java.io.BufferedWriter: void close()>/java.io.Writer.close/2
<java.io.BufferedWriter: void close()>	<java.io.BufferedWriter: void close()>/java.io.Writer.close/3
<sun.net.www.protocol.http.HttpURLConnection$StreamingOutputStream: void write(int)>	<sun.net.www.protocol.http.HttpURLConnection$StreamingOutputStream: void write(int)>/java.io.OutputStream.write/0
<sun.net.www.protocol.http.HttpURLConnection$StreamingOutputStream: void write(byte[],int,int)>	<sun.net.www.protocol.http.HttpURLConnection$StreamingOutputStream: void write(byte[],int,int)>/java.io.OutputStream.write/0
<sun.net.www.protocol.http.HttpURLConnection$StreamingOutputStream: void close()>	<sun.net.www.protocol.http.HttpURLConnection$StreamingOutputStream: void close()>/java.io.FilterOutputStream.close/0
<sun.net.www.protocol.http.HttpURLConnection$StreamingOutputStream: void close()>	<sun.net.www.protocol.http.HttpURLConnection$StreamingOutputStream: void close()>/java.io.OutputStream.close/0
<java.security.DigestInputStream: int read()>	<java.security.DigestInputStream: int read()>/java.io.InputStream.read/0
<java.security.DigestInputStream: int read(byte[],int,int)>	<java.security.DigestInputStream: int read(byte[],int,int)>/java.io.InputStream.read/0
<javax.swing.text.DefaultStyledDocument$AttributeUndoableEdit: void redo()>	<javax.swing.text.DefaultStyledDocument$AttributeUndoableEdit: void redo()>/javax.swing.undo.AbstractUndoableEdit.redo/0
<javax.swing.text.DefaultStyledDocument$AttributeUndoableEdit: void undo()>	<javax.swing.text.DefaultStyledDocument$AttributeUndoableEdit: void undo()>/javax.swing.undo.AbstractUndoableEdit.undo/0
<sun.misc.Launcher$AppClassLoader: java.lang.Class loadClass(java.lang.String,boolean)>	<sun.misc.Launcher$AppClassLoader: java.lang.Class loadClass(java.lang.String,boolean)>/java.net.URLClassLoader.loadClass/0
<javax.swing.text.html.HTMLDocument: void insert(int,javax.swing.text.DefaultStyledDocument$ElementSpec[])>	<javax.swing.text.html.HTMLDocument: void insert(int,javax.swing.text.DefaultStyledDocument$ElementSpec[])>/javax.swing.text.DefaultStyledDocument.insert/0
<com.sun.imageio.stream.StreamFinalizer: void finalize()>	<com.sun.imageio.stream.StreamFinalizer: void finalize()>/java.lang.Object.finalize/0
<com.sun.imageio.stream.StreamFinalizer: void finalize()>	<com.sun.imageio.stream.StreamFinalizer: void finalize()>/java.lang.Object.finalize/1
<com.sun.imageio.stream.StreamFinalizer: void finalize()>	<com.sun.imageio.stream.StreamFinalizer: void finalize()>/java.lang.Object.finalize/2
<sun.net.www.MeteredStream: int read()>	<sun.net.www.MeteredStream: int read()>/java.io.InputStream.read/0
<sun.net.www.MeteredStream: int read(byte[],int,int)>	<sun.net.www.MeteredStream: int read(byte[],int,int)>/java.io.InputStream.read/0
<sun.net.www.MeteredStream: long skip(long)>	<sun.net.www.MeteredStream: long skip(long)>/java.io.InputStream.skip/0
<sun.net.www.MeteredStream: long skip(long)>	<sun.net.www.MeteredStream: long skip(long)>/java.io.InputStream.skip/1
<sun.net.www.MeteredStream: void close()>	<sun.net.www.MeteredStream: void close()>/java.io.InputStream.close/0
<sun.net.www.MeteredStream: int available()>	<sun.net.www.MeteredStream: int available()>/java.io.InputStream.available/0
<sun.net.www.MeteredStream: void reset()>	<sun.net.www.MeteredStream: void reset()>/java.io.FilterInputStream.reset/0
<sun.net.www.MeteredStream: void finalize()>	<sun.net.www.MeteredStream: void finalize()>/java.lang.Object.finalize/0
<sun.net.www.MeteredStream: void finalize()>	<sun.net.www.MeteredStream: void finalize()>/java.lang.Object.finalize/1
<com.sun.javafx.geom.transform.Affine3D: void inverseTransform(float[],int,float[],int,int)>	<com.sun.javafx.geom.transform.Affine3D: void inverseTransform(float[],int,float[],int,int)>/com.sun.javafx.geom.transform.AffineBase.inverseTransform/0
<com.sun.javafx.geom.transform.Affine3D: void inverseDeltaTransform(float[],int,float[],int,int)>	<com.sun.javafx.geom.transform.Affine3D: void inverseDeltaTransform(float[],int,float[],int,int)>/com.sun.javafx.geom.transform.AffineBase.inverseDeltaTransform/0
<com.sun.javafx.geom.transform.Affine3D: void inverseTransform(double[],int,double[],int,int)>	<com.sun.javafx.geom.transform.Affine3D: void inverseTransform(double[],int,double[],int,int)>/com.sun.javafx.geom.transform.AffineBase.inverseTransform/0
<com.sun.javafx.geom.transform.Affine3D: com.sun.javafx.geom.Point2D inverseTransform(com.sun.javafx.geom.Point2D,com.sun.javafx.geom.Point2D)>	<com.sun.javafx.geom.transform.Affine3D: com.sun.javafx.geom.Point2D inverseTransform(com.sun.javafx.geom.Point2D,com.sun.javafx.geom.Point2D)>/com.sun.javafx.geom.transform.AffineBase.inverseTransform/0
<com.sun.javafx.geom.transform.Affine3D: com.sun.javafx.geom.Vec3d inverseTransform(com.sun.javafx.geom.Vec3d,com.sun.javafx.geom.Vec3d)>	<com.sun.javafx.geom.transform.Affine3D: com.sun.javafx.geom.Vec3d inverseTransform(com.sun.javafx.geom.Vec3d,com.sun.javafx.geom.Vec3d)>/com.sun.javafx.geom.transform.AffineBase.inverseTransform/0
<com.sun.javafx.geom.transform.Affine3D: com.sun.javafx.geom.Vec3d inverseDeltaTransform(com.sun.javafx.geom.Vec3d,com.sun.javafx.geom.Vec3d)>	<com.sun.javafx.geom.transform.Affine3D: com.sun.javafx.geom.Vec3d inverseDeltaTransform(com.sun.javafx.geom.Vec3d,com.sun.javafx.geom.Vec3d)>/com.sun.javafx.geom.transform.AffineBase.inverseDeltaTransform/0
<com.sun.javafx.geom.transform.Affine3D: com.sun.javafx.geom.BaseBounds inverseTransform(com.sun.javafx.geom.BaseBounds,com.sun.javafx.geom.BaseBounds)>	<com.sun.javafx.geom.transform.Affine3D: com.sun.javafx.geom.BaseBounds inverseTransform(com.sun.javafx.geom.BaseBounds,com.sun.javafx.geom.BaseBounds)>/com.sun.javafx.geom.transform.AffineBase.inverseTransform/0
<com.sun.javafx.geom.transform.Affine3D: void inverseTransform(com.sun.javafx.geom.Rectangle,com.sun.javafx.geom.Rectangle)>	<com.sun.javafx.geom.transform.Affine3D: void inverseTransform(com.sun.javafx.geom.Rectangle,com.sun.javafx.geom.Rectangle)>/com.sun.javafx.geom.transform.AffineBase.inverseTransform/0
<com.sun.javafx.geom.transform.Affine3D: void invert()>	<com.sun.javafx.geom.transform.Affine3D: void invert()>/com.sun.javafx.geom.transform.AffineBase.invert/0
<javax.swing.text.html.AccessibleHTML$TableElementInfo$TableAccessibleContext: java.util.Locale getLocale()>	<javax.swing.text.html.AccessibleHTML$TableElementInfo$TableAccessibleContext: java.util.Locale getLocale()>/javax.swing.text.html.AccessibleHTML$HTMLAccessibleContext.getLocale/0
<javafx.fxml.FXMLLoader$ScriptElement: void processStartElement()>	<javafx.fxml.FXMLLoader$ScriptElement: void processStartElement()>/javafx.fxml.FXMLLoader$Element.processStartElement/0
<javafx.fxml.FXMLLoader$ScriptElement: void processEndElement()>	<javafx.fxml.FXMLLoader$ScriptElement: void processEndElement()>/javafx.fxml.FXMLLoader$Element.processEndElement/0
<sun.awt.shell.ShellFolder: boolean createNewFile()>	<sun.awt.shell.ShellFolder: boolean createNewFile()>/java.io.File.createNewFile/0
<javafx.scene.transform.Affine: javafx.geometry.Point2D inverseTransform(double,double)>	<javafx.scene.transform.Affine: javafx.geometry.Point2D inverseTransform(double,double)>/javafx.scene.transform.Transform.inverseTransform/0
<javafx.scene.transform.Affine: javafx.geometry.Point3D inverseTransform(double,double,double)>	<javafx.scene.transform.Affine: javafx.geometry.Point3D inverseTransform(double,double,double)>/javafx.scene.transform.Transform.inverseTransform/0
<javafx.scene.transform.Affine: javafx.geometry.Point3D inverseTransform(double,double,double)>	<javafx.scene.transform.Affine: javafx.geometry.Point3D inverseTransform(double,double,double)>/javafx.scene.transform.Transform.inverseTransform/1
<sun.net.www.http.HttpClient: boolean parseHTTP(sun.net.www.MessageHeader,sun.net.ProgressSource,sun.net.www.protocol.http.HttpURLConnection)>	<sun.net.www.http.HttpClient: boolean parseHTTP(sun.net.www.MessageHeader,sun.net.ProgressSource,sun.net.www.protocol.http.HttpURLConnection)>/sun.net.www.http.HttpClient.parseHTTP/0
<javafx.scene.transform.Affine: void inverseTransform2DPointsImpl(double[],int,double[],int,int)>	<javafx.scene.transform.Affine: void inverseTransform2DPointsImpl(double[],int,double[],int,int)>/javafx.scene.transform.Transform.inverseTransform2DPointsImpl/0
<sun.net.www.http.HttpClient: boolean parseHTTPHeader(sun.net.www.MessageHeader,sun.net.ProgressSource,sun.net.www.protocol.http.HttpURLConnection)>	<sun.net.www.http.HttpClient: boolean parseHTTPHeader(sun.net.www.MessageHeader,sun.net.ProgressSource,sun.net.www.protocol.http.HttpURLConnection)>/sun.net.www.http.HttpClient.parseHTTPHeader/0
<javafx.scene.transform.Affine: void inverseTransform3DPointsImpl(double[],int,double[],int,int)>	<javafx.scene.transform.Affine: void inverseTransform3DPointsImpl(double[],int,double[],int,int)>/javafx.scene.transform.Transform.inverseTransform3DPointsImpl/0
<javafx.scene.transform.Affine: void inverseTransform3DPointsImpl(double[],int,double[],int,int)>	<javafx.scene.transform.Affine: void inverseTransform3DPointsImpl(double[],int,double[],int,int)>/javafx.scene.transform.Transform.inverseTransform3DPointsImpl/1
<javafx.scene.transform.Affine: javafx.geometry.Point2D inverseDeltaTransform(double,double)>	<javafx.scene.transform.Affine: javafx.geometry.Point2D inverseDeltaTransform(double,double)>/javafx.scene.transform.Transform.inverseDeltaTransform/0
